,SeniorCitizen,tenure,MonthlyCharges,gender_1,Dependents_1,PhoneService_1,MultipleLines_1,InternetService_1,Contract_1,Contract_2,Churn_1
1350,0,5,24,0,1,1,1,0,0,1,0
1091,1,46,69,0,0,1,0,0,1,0,0
6516,0,12,20,0,0,1,0,0,0,0,0
5264,1,47,60,1,0,1,0,0,1,0,0
4487,0,19,20,0,1,1,1,0,1,0,0
6124,0,41,75,1,1,1,0,0,1,0,0
2446,0,18,76,1,0,1,1,1,0,0,0
2388,0,1,51,1,0,1,0,0,0,0,1
454,0,21,90,0,0,1,1,0,0,1,0
5575,0,72,114,1,1,1,1,0,1,0,0
3754,0,14,56,0,0,1,0,0,0,0,0
329,0,55,20,0,1,1,1,1,0,0,0
6928,0,9,94,0,0,1,0,0,1,0,1
22,0,46,80,1,1,1,0,0,0,0,0
449,0,11,61,1,0,1,0,1,0,1,0
3500,1,48,104,0,1,1,1,1,1,0,0
5509,0,36,95,0,0,1,0,0,0,0,0
6085,0,49,107,0,0,1,1,0,0,0,0
6327,0,43,50,0,1,1,0,1,1,0,0
2275,1,2,57,0,0,1,1,1,0,0,0
3033,0,71,47,0,0,0,1,1,0,1,0
4723,0,41,21,0,0,1,0,1,0,0,0
2325,0,40,75,1,1,1,0,0,0,0,0
1265,0,1,24,0,0,0,0,1,1,0,0
6809,0,1,20,0,0,1,1,1,0,0,0
99,0,65,90,0,1,1,0,1,0,0,0
961,0,42,25,0,0,1,0,0,1,0,0
6721,0,1,50,0,1,1,1,0,0,1,0
6946,0,42,100,1,0,1,0,0,0,0,0
5766,0,44,54,1,0,0,0,0,1,0,0
3622,0,4,29,0,0,0,1,0,0,1,0
5404,0,23,60,1,1,1,0,1,1,0,0
3052,0,59,65,1,0,1,1,0,0,0,0
3007,0,53,20,0,0,1,0,1,0,0,0
669,0,22,50,0,0,0,0,0,0,1,0
4031,0,28,51,1,1,0,1,1,0,1,0
5925,0,4,91,1,0,1,1,0,1,0,0
5698,0,25,20,1,1,1,1,1,0,0,0
1736,0,29,31,0,0,0,0,0,0,0,1
157,1,2,79,0,0,1,0,0,1,0,1
6012,0,11,80,1,0,1,0,1,0,0,0
5018,0,15,20,0,0,1,0,0,0,1,0
396,0,4,88,1,0,1,1,1,0,0,1
1998,1,72,108,0,0,1,0,0,0,0,0
2995,0,31,49,0,0,1,0,0,0,0,0
2467,0,69,20,0,1,1,1,1,1,0,0
819,0,69,110,0,0,1,1,1,0,1,0
1764,0,29,76,0,0,1,1,0,0,1,0
4073,0,72,55,1,1,1,0,0,0,0,0
409,0,1,71,0,0,1,0,0,0,0,1
6142,1,25,103,0,0,1,1,0,0,0,1
1048,0,33,79,1,0,1,0,0,1,0,0
3547,0,17,70,0,0,1,1,0,0,1,0
5168,0,72,114,1,0,1,0,1,0,0,0
2060,0,12,74,1,1,1,1,0,0,1,1
5739,0,33,79,0,1,1,1,1,0,1,0
3107,0,60,20,1,1,1,1,1,0,1,0
2087,0,11,36,0,0,0,0,0,0,0,0
374,0,12,79,0,0,1,0,1,0,0,1
3319,0,72,116,0,0,1,0,0,0,0,0
6834,0,47,20,0,0,1,0,0,0,1,0
1093,0,49,99,0,0,1,1,1,0,1,0
6225,0,67,53,0,0,0,1,1,0,1,0
1780,0,1,69,0,0,1,0,0,1,0,1
3931,1,27,81,1,0,1,0,0,0,0,1
5360,0,69,46,0,1,0,1,1,0,0,0
5439,1,35,108,0,0,1,1,1,0,0,0
2352,0,8,29,0,0,0,0,0,0,0,0
5669,0,24,56,1,0,1,0,1,1,0,1
5202,0,1,24,1,0,0,1,1,0,1,0
4664,1,65,94,0,0,1,1,1,0,0,0
2305,0,14,50,1,0,1,1,1,0,0,0
267,0,22,50,0,0,1,0,1,0,0,0
2297,0,9,86,1,0,1,1,1,1,0,0
700,0,52,63,1,0,1,1,0,0,1,0
4056,0,47,20,0,1,1,0,0,0,0,0
879,1,72,104,1,0,1,1,0,0,0,1
6118,0,40,71,1,0,1,1,1,0,1,0
6236,0,62,44,0,0,0,1,1,0,0,0
2041,0,19,56,0,0,1,0,0,0,1,0
699,0,55,85,0,1,1,1,0,0,1,0
562,0,53,20,0,0,1,0,0,0,0,0
3903,1,59,83,1,0,1,0,1,0,0,0
4999,0,1,50,0,1,1,0,0,0,1,1
6548,0,2,71,0,0,1,0,0,0,0,1
5314,0,32,91,1,1,1,0,0,0,1,0
962,0,3,75,0,0,1,0,0,0,0,0
4432,0,27,53,0,0,1,0,0,0,1,0
5267,0,8,54,1,1,1,0,0,1,0,0
4537,1,30,75,1,0,1,0,0,0,0,0
6266,0,39,106,1,0,1,1,1,0,0,0
222,0,40,20,1,1,1,0,0,1,0,0
3141,0,56,69,0,1,1,0,1,0,0,0
3393,0,24,74,1,0,1,1,1,0,1,0
6926,0,1,44,0,1,1,0,1,0,0,1
3261,0,25,86,1,1,1,0,0,0,1,0
291,0,71,20,1,1,1,0,0,1,0,0
1356,0,64,25,0,1,1,1,1,0,0,0
4095,0,8,20,1,1,1,0,1,0,0,0
4715,0,12,80,0,0,1,1,0,0,1,0
89,0,38,20,0,0,1,0,0,0,0,0
4400,0,15,66,0,1,1,0,0,0,0,0
2252,0,25,54,0,0,0,0,0,1,0,0
6419,0,16,89,0,1,1,1,1,0,0,1
400,0,1,25,1,1,0,0,0,1,0,1
4793,0,4,24,0,0,0,0,1,1,0,1
2384,0,5,84,0,1,1,1,1,0,0,1
1038,0,1,79,0,1,1,0,1,1,0,1
7000,1,24,20,0,0,1,0,0,1,0,0
378,0,8,94,0,1,1,1,0,0,1,1
5551,0,28,90,0,1,1,0,0,0,0,1
1457,0,46,54,0,0,1,1,1,1,0,1
5201,0,58,94,1,1,1,0,0,1,0,0
5140,1,68,61,0,0,1,0,1,0,0,0
2289,0,56,53,1,0,1,1,1,0,1,0
6733,0,1,19,1,0,1,0,0,0,0,1
1641,1,26,19,1,0,1,1,0,0,1,0
228,0,1,75,1,0,1,1,1,0,0,1
2042,1,9,75,0,0,1,1,0,0,0,1
2054,0,24,90,1,0,1,1,0,0,0,1
5192,0,68,77,1,0,1,0,0,0,1,0
4705,0,72,90,1,1,1,0,1,0,0,0
1230,0,3,56,1,1,1,1,1,0,0,0
4363,0,56,20,1,0,1,1,1,0,0,0
3290,1,28,36,0,1,0,0,0,0,0,0
4647,0,24,86,1,0,1,0,0,0,0,0
3042,0,64,108,1,0,1,0,0,0,0,0
6404,0,19,45,0,0,0,1,1,0,1,1
5322,0,38,80,0,1,1,0,0,0,0,1
4184,0,24,50,1,0,1,1,1,0,0,0
4544,1,72,25,1,0,1,0,1,0,0,0
6168,0,68,73,1,1,1,0,1,0,0,0
191,1,72,84,1,0,1,0,1,0,0,0
6342,0,1,76,0,0,1,1,1,0,0,0
5135,0,15,52,1,0,1,0,0,0,0,1
3115,1,8,74,0,0,1,1,1,0,0,0
2954,0,9,80,1,0,1,1,1,0,0,1
5926,0,8,20,0,0,1,0,0,0,0,0
2347,1,29,79,1,0,1,1,0,1,0,0
5043,1,24,79,1,0,1,1,1,0,0,1
3113,1,50,96,1,0,1,1,1,0,0,1
7021,0,32,36,1,1,0,0,0,1,0,0
2480,0,38,25,1,1,1,1,1,0,0,0
2485,0,66,84,1,1,1,1,1,0,0,0
3896,0,69,26,1,1,1,0,0,1,0,0
1769,0,72,92,1,1,1,1,1,0,0,0
6697,0,19,58,0,0,1,1,0,1,0,0
327,0,69,79,1,1,1,0,1,0,0,0
5416,0,71,48,0,0,0,0,1,1,0,0
4909,0,72,84,1,1,1,0,0,0,1,0
5144,0,25,74,1,0,1,0,0,0,0,0
6602,0,6,20,0,1,1,1,1,0,0,0
5806,0,13,97,1,1,1,0,0,0,0,0
5017,0,35,55,1,0,1,0,0,1,0,1
4100,0,10,20,0,0,1,0,0,0,1,0
4339,0,72,106,0,0,1,1,0,1,0,0
2750,0,68,20,1,1,1,0,0,1,0,0
1337,1,1,91,0,0,1,0,0,0,1,1
3753,0,29,26,0,1,1,0,0,0,0,0
1646,0,33,39,1,0,0,1,0,1,0,0
544,0,69,104,0,0,1,0,0,0,0,0
1372,0,17,84,0,0,1,0,1,0,0,0
3368,0,9,73,0,1,1,1,1,1,0,1
664,1,1,26,0,0,0,0,0,0,1,1
189,0,41,56,0,0,1,1,0,0,0,0
1854,0,22,59,0,0,1,0,0,0,0,0
3570,0,13,94,0,0,1,0,0,0,1,1
6837,1,62,80,0,0,1,0,1,0,0,0
6496,0,4,51,0,1,1,1,1,0,0,1
4233,0,12,19,0,0,1,0,0,0,1,0
5686,0,72,65,1,1,0,0,1,0,0,0
2555,0,1,20,1,0,1,0,0,0,0,1
689,1,70,76,0,0,1,1,1,0,0,0
1571,0,2,20,0,1,1,0,0,0,0,0
3833,0,28,83,0,1,1,1,0,0,0,0
1100,0,4,45,0,0,1,1,0,0,0,1
73,0,13,97,1,1,1,1,0,0,1,1
5042,1,49,88,1,0,1,0,0,1,0,0
369,0,1,79,0,1,1,1,1,0,1,1
21,0,1,19,0,1,1,0,0,1,0,0
5974,0,8,100,0,0,1,0,0,0,0,1
3037,1,15,96,1,0,1,0,0,1,0,0
2866,0,4,71,0,0,1,0,1,0,0,1
1888,0,3,102,1,0,1,0,0,1,0,1
4782,0,71,54,1,0,1,0,1,0,0,0
4766,0,3,92,0,0,1,1,1,0,1,1
6379,0,5,90,1,1,1,1,1,0,0,0
6524,0,41,20,0,0,1,1,1,0,0,0
1830,0,2,44,1,1,1,0,0,0,1,0
4755,0,1,79,0,0,1,0,1,0,0,1
1236,0,64,70,1,0,1,1,1,0,0,0
4695,0,71,104,1,0,1,0,0,1,0,0
253,0,61,89,0,0,1,1,0,1,0,0
1803,0,66,75,1,0,1,0,0,0,1,0
770,0,64,60,1,1,0,0,0,0,0,0
1876,0,70,112,0,0,1,1,1,1,0,0
3307,0,58,67,0,1,1,1,0,0,1,0
1634,0,1,76,0,0,1,0,0,0,1,1
6149,0,38,19,0,0,1,0,0,1,0,0
1758,0,29,71,1,0,1,0,0,0,1,0
6412,0,2,97,1,1,1,0,1,0,1,0
6722,0,8,66,0,0,1,1,1,1,0,0
4515,0,1,69,1,0,1,0,1,0,0,1
5944,0,47,96,1,1,1,0,0,0,0,0
6463,0,41,19,0,1,1,1,0,1,0,0
1143,0,72,45,1,1,0,1,0,0,0,0
2760,0,58,93,1,1,1,0,0,1,0,0
1394,1,4,74,0,0,1,1,1,1,0,0
5622,0,4,75,1,0,1,1,1,0,0,1
2977,0,24,69,0,0,1,0,0,0,0,0
1374,0,26,50,0,1,1,0,0,0,1,0
440,0,71,91,1,1,1,1,1,0,0,0
3308,0,1,89,1,0,1,1,0,0,1,0
1920,0,23,70,0,1,1,0,0,0,0,0
3478,0,56,76,1,0,1,1,0,1,0,0
2794,0,27,80,1,1,1,0,0,0,0,1
6317,0,4,20,0,1,1,1,1,0,0,1
5466,0,57,54,1,0,0,0,0,1,0,0
2380,0,29,25,1,0,0,1,1,0,0,0
5642,0,9,41,0,0,0,0,0,1,0,0
3747,0,54,86,0,1,1,1,0,0,0,0
6274,0,30,85,0,0,1,1,1,1,0,1
2719,0,11,101,0,0,1,0,0,0,1,1
4518,0,23,25,0,1,1,1,1,0,0,0
27,0,29,60,1,1,1,0,0,0,0,0
3692,0,15,101,1,0,1,1,0,0,0,1
62,0,11,21,1,1,1,0,0,0,1,0
5374,0,50,25,1,1,1,1,1,0,0,0
4266,1,1,25,0,0,0,1,1,1,0,1
871,0,61,114,1,0,1,0,1,1,0,0
2436,1,21,94,0,0,1,0,1,0,0,1
657,1,64,24,1,1,1,0,0,1,0,0
1760,1,53,74,0,0,1,1,0,1,0,0
5510,0,57,59,0,0,0,0,1,0,0,0
2272,0,27,69,1,0,1,0,0,0,0,0
5976,0,21,105,0,0,1,0,0,0,0,0
4429,1,7,95,1,0,1,1,0,0,1,1
6347,0,25,76,1,1,1,0,1,0,0,0
2123,1,62,104,1,0,1,1,1,0,0,1
3771,0,49,98,1,1,1,0,1,0,0,0
4280,0,8,20,1,1,1,0,0,0,1,0
5955,0,2,20,1,0,1,0,0,0,1,0
1858,0,4,20,0,0,1,0,1,0,0,0
216,0,53,65,1,1,1,0,0,0,1,0
6161,0,22,25,1,0,1,0,1,0,0,0
4052,1,21,87,1,0,1,0,0,0,0,0
2688,0,1,20,0,0,1,1,1,0,0,0
6880,1,71,99,0,0,1,1,0,0,1,0
3529,0,14,87,0,1,1,0,1,0,0,1
5763,0,4,20,1,0,1,0,1,0,0,0
2070,1,14,75,1,0,1,1,0,0,0,1
4205,1,50,95,0,0,1,1,0,0,1,1
2428,0,27,81,1,0,1,1,1,0,0,0
4161,0,22,75,1,1,1,0,0,0,0,0
4008,0,4,79,0,1,1,0,0,1,0,0
3670,0,42,68,0,0,1,1,0,0,0,0
4717,1,24,103,1,0,1,1,1,1,0,1
6043,0,1,44,0,0,1,0,0,0,0,1
2115,0,13,19,1,0,1,1,1,0,1,0
5881,0,32,20,1,0,1,0,0,1,0,0
3628,0,57,20,1,1,1,0,0,0,0,0
5950,0,60,117,1,0,1,0,0,0,0,0
333,1,5,90,1,0,1,1,1,0,0,1
3008,1,44,74,1,0,1,0,0,1,0,0
6072,1,65,106,0,0,1,0,0,0,0,0
1363,0,1,19,1,0,1,1,0,0,1,0
5846,0,20,71,1,0,1,1,1,0,0,0
98,1,13,95,1,0,1,0,0,0,1,1
4228,1,52,111,1,0,1,0,1,0,0,0
6389,1,68,53,0,1,0,0,0,0,1,0
1614,0,15,94,0,0,1,0,0,0,1,0
2979,0,72,116,0,1,1,0,0,1,0,0
4472,0,59,35,1,1,0,0,1,0,1,0
1753,0,1,35,1,0,0,1,1,0,1,1
5535,0,47,100,0,0,1,1,0,0,1,0
3163,1,18,50,0,0,1,1,1,0,0,0
6920,0,11,20,1,0,1,0,0,0,1,0
5969,0,42,99,1,0,1,0,1,0,0,1
5499,0,16,89,1,0,1,0,1,0,0,1
5662,0,1,24,1,0,0,0,1,0,0,1
5358,0,43,100,1,0,1,0,0,0,0,1
529,1,53,96,0,0,1,1,1,0,1,0
3854,0,10,86,1,0,1,1,1,0,0,1
554,0,52,109,1,0,1,1,1,0,0,0
5432,0,8,19,0,1,1,0,0,0,0,0
3365,0,33,20,0,1,1,0,0,0,1,0
2815,0,68,54,1,0,0,0,1,0,0,0
6606,1,56,112,0,0,1,1,1,0,0,1
5063,0,72,85,0,0,1,1,1,0,0,0
6006,0,61,101,0,0,1,0,0,0,0,0
4303,0,61,20,0,1,1,1,0,0,1,0
5557,0,20,52,1,0,1,0,1,0,0,0
2745,0,3,20,0,1,1,1,1,0,0,0
1813,1,50,102,1,0,1,0,0,0,0,0
4857,0,17,20,1,0,1,0,0,0,0,0
5315,0,67,116,1,0,1,0,0,0,0,1
5474,0,11,54,0,0,1,1,1,0,0,0
1723,0,60,38,0,0,0,0,0,0,1,0
5069,1,32,75,1,0,1,1,1,0,0,1
4254,0,71,106,1,1,1,1,1,0,0,1
6323,1,38,57,0,0,1,1,1,1,0,1
3067,0,72,98,1,1,1,0,1,0,0,0
1947,0,64,93,0,1,1,1,1,1,0,0
5380,0,4,74,1,0,1,0,1,0,0,1
1055,0,24,24,1,1,1,0,0,1,0,0
5973,0,72,90,1,1,1,1,1,0,1,0
3457,1,54,99,1,0,1,0,0,0,0,0
2907,0,22,44,1,0,0,0,1,0,0,1
3295,0,19,20,0,1,1,1,0,0,1,0
3201,0,35,20,0,1,1,1,0,0,1,0
154,0,35,96,1,0,1,0,0,0,0,0
331,0,5,19,1,0,1,0,0,1,0,0
686,0,23,79,0,0,1,1,0,1,0,0
3739,0,24,25,1,0,1,1,0,1,0,0
6370,0,38,85,1,1,1,1,1,0,0,0
6303,0,37,20,1,1,1,1,1,0,1,0
5161,0,1,19,0,1,1,0,0,0,0,0
3619,0,8,20,0,1,1,0,0,0,1,0
1837,0,40,104,1,0,1,0,0,0,0,1
5406,0,3,84,1,0,1,1,1,0,1,0
1227,0,71,24,0,0,1,1,1,1,0,0
2002,0,54,20,0,0,1,0,0,0,1,0
4852,0,1,45,1,0,1,0,0,0,1,0
4980,0,1,46,0,1,1,1,0,1,0,1
3895,0,30,100,0,1,1,1,0,0,1,1
4441,0,1,25,0,1,1,0,0,0,1,0
3787,0,26,35,0,0,0,0,1,0,0,0
510,0,56,60,0,0,1,0,1,1,0,0
3412,0,4,77,0,0,1,0,0,0,1,1
4017,0,18,74,1,0,1,1,0,1,0,0
6044,0,37,20,0,0,1,1,1,0,0,0
2713,1,25,98,0,0,1,0,0,0,0,1
4380,0,32,20,1,0,1,0,0,0,1,0
6293,0,63,81,0,0,1,0,0,0,1,0
3017,0,3,21,0,1,1,0,0,1,0,0
6407,0,59,114,1,0,1,0,0,1,0,0
1724,0,24,20,1,1,1,1,1,0,0,0
2366,0,32,19,1,1,1,0,1,0,0,0
6851,0,16,20,0,0,1,1,1,0,1,0
3285,0,10,86,0,0,1,0,0,0,1,1
6936,0,1,20,0,0,1,1,1,0,0,1
2535,1,59,90,0,0,1,1,0,0,1,0
5247,0,3,80,1,0,1,1,1,0,0,0
6022,0,1,19,0,1,1,0,0,0,0,1
3480,0,52,93,1,1,1,0,0,0,1,0
861,0,3,50,1,0,1,1,1,0,1,0
5678,0,4,69,0,0,1,0,0,0,0,1
5562,0,30,64,1,1,1,1,1,0,0,0
5909,0,43,85,0,0,1,1,1,1,0,0
4699,0,66,51,1,1,0,1,1,0,1,0
4399,0,13,49,0,0,0,1,1,0,0,0
30,0,50,104,1,0,1,1,1,0,1,0
504,0,22,70,1,0,1,1,0,0,1,0
4882,0,9,44,1,0,1,0,0,0,1,0
2803,0,55,78,0,0,1,0,0,0,1,0
2299,0,24,55,1,1,1,0,0,0,1,1
5085,0,1,20,0,0,1,0,0,0,0,0
2987,0,57,95,0,0,1,0,0,0,1,0
290,1,71,52,1,0,0,1,1,0,0,0
3836,0,1,49,1,1,1,1,0,1,0,0
3423,0,4,21,0,0,1,0,0,0,0,1
4965,1,12,80,1,0,1,0,0,0,0,1
307,0,56,89,0,1,1,0,0,0,1,0
2955,0,11,98,0,0,1,1,1,0,0,1
1024,0,33,59,0,0,1,0,1,0,0,0
6663,0,61,100,1,1,1,0,0,0,0,0
6841,1,44,88,1,0,1,0,0,0,0,1
4244,1,71,46,1,0,0,0,0,0,1,0
1147,0,2,75,0,0,1,1,0,0,0,1
2160,0,8,71,1,0,1,0,0,0,1,0
6875,0,63,109,0,0,1,0,0,0,1,0
4710,1,1,70,1,0,1,0,0,0,1,1
437,0,60,90,1,0,1,1,1,0,1,0
5170,0,10,74,1,0,1,0,0,0,0,1
556,0,36,35,0,0,0,0,0,0,0,0
6204,0,17,70,0,0,1,0,0,0,0,1
2266,0,60,19,0,1,1,0,1,1,0,0
5905,1,3,106,1,0,1,0,1,0,0,1
6864,0,51,56,0,0,0,0,0,0,0,0
2072,0,4,20,1,0,1,0,0,1,0,0
1018,0,3,98,0,0,1,0,0,0,0,1
5081,1,4,80,0,0,1,0,0,0,1,0
6070,1,8,64,1,0,1,1,0,0,1,0
1468,0,47,99,1,1,1,1,1,1,0,1
2152,0,63,24,0,0,1,1,0,0,0,0
1239,0,23,49,0,1,1,0,0,0,0,0
3284,0,68,64,0,0,1,1,1,0,0,0
3395,0,11,96,0,0,1,1,1,0,0,1
1187,0,52,84,1,0,1,1,1,0,1,0
6282,0,68,104,0,1,1,0,0,0,1,0
4277,0,70,113,0,1,1,0,0,0,0,0
5674,0,39,101,1,1,1,0,0,0,1,0
4123,0,30,90,1,0,1,0,1,0,0,1
6435,1,2,75,0,0,1,0,0,0,1,1
5334,0,17,93,0,1,1,1,1,0,1,0
2,0,52,19,0,1,1,0,0,0,0,0
3767,0,1,20,0,0,1,1,1,0,1,0
2561,0,18,34,1,0,0,1,1,0,1,1
2890,0,40,60,1,1,0,0,1,0,0,0
5689,1,7,89,1,0,1,0,1,0,0,0
4424,0,48,20,0,1,1,0,0,0,0,0
4075,0,6,79,1,0,1,0,0,0,0,0
6891,0,68,113,1,1,1,0,0,0,0,1
6328,0,61,107,0,0,1,1,0,0,1,1
765,0,0,73,0,1,1,0,0,0,0,0
2196,0,41,106,0,0,1,0,0,0,0,1
4748,1,39,106,1,0,1,0,0,1,0,1
3058,0,72,89,1,0,1,1,0,1,0,0
1880,0,59,44,1,0,0,1,1,0,0,0
4340,1,43,90,1,0,1,0,0,0,0,1
190,1,1,19,0,0,1,1,0,1,0,1
50,0,19,20,0,0,1,1,1,0,0,0
1902,1,1,74,1,0,1,1,0,0,1,1
1518,0,68,60,0,1,0,0,0,0,0,0
5169,1,52,106,0,0,1,0,0,1,0,0
6188,0,20,20,1,0,1,0,0,0,0,0
6639,1,20,54,1,0,1,0,1,1,0,0
797,0,70,69,0,1,1,1,0,0,0,0
5768,0,9,102,1,1,1,0,1,1,0,0
2518,0,68,71,0,0,1,1,1,0,0,0
4822,0,24,36,1,1,0,0,1,0,1,0
4009,0,33,95,0,0,1,0,0,0,1,0
3040,1,71,107,1,0,1,1,1,0,1,0
3430,1,50,107,0,0,1,0,1,1,0,0
6200,0,33,24,0,1,1,0,0,0,1,0
3074,0,37,20,0,0,1,1,0,0,0,0
3834,0,37,45,0,0,0,0,0,1,0,0
1212,0,72,25,1,1,1,0,1,0,0,0
6720,0,51,81,1,0,1,1,0,0,1,0
388,0,3,84,0,0,1,1,1,0,0,1
5847,0,71,110,1,0,1,1,1,1,0,0
6086,0,1,19,1,0,1,1,0,0,1,1
6141,0,12,76,0,0,1,1,1,0,0,0
3717,0,48,25,0,0,1,0,0,0,0,0
5907,0,52,96,1,1,1,0,0,0,0,1
1607,0,66,103,1,1,1,0,1,0,0,0
3293,0,54,110,1,0,1,1,0,0,0,0
2681,0,72,105,0,0,1,0,0,0,1,0
4679,0,16,20,1,1,1,1,0,0,1,0
4994,0,45,95,1,1,1,0,1,0,0,0
893,0,49,20,0,0,1,0,0,0,0,0
38,1,66,105,0,1,1,1,1,0,0,0
141,0,34,26,0,1,1,1,0,0,0,0
6437,0,72,94,0,0,1,1,0,0,1,0
5058,0,1,21,1,0,1,0,0,0,0,0
6040,0,59,66,0,1,1,0,1,0,0,0
2139,1,67,84,1,0,1,0,0,0,0,0
5475,0,39,41,1,0,0,1,0,0,0,0
894,0,49,85,1,0,1,1,1,1,0,0
2944,0,12,45,0,1,1,0,0,0,0,1
1863,0,69,60,1,0,0,1,0,1,0,0
1198,0,15,46,0,1,1,0,0,0,1,0
275,0,26,82,1,1,1,1,1,0,0,0
5171,1,72,74,1,0,1,0,0,0,0,0
2124,0,50,39,1,1,0,0,0,0,0,0
4991,0,1,25,0,1,0,0,1,1,0,0
789,0,3,79,0,0,1,1,0,0,1,1
4783,0,13,68,0,0,1,1,0,1,0,0
1545,0,57,70,0,0,1,1,1,0,1,0
3685,0,1,71,0,0,1,0,0,1,0,1
5802,0,72,24,0,1,1,0,0,0,0,0
2593,0,48,83,0,0,1,0,0,0,1,0
5401,0,46,45,0,0,1,0,0,0,1,0
3236,1,4,100,0,0,1,1,0,0,0,1
1732,1,46,85,1,0,1,1,1,1,0,1
1364,0,55,66,0,0,1,0,0,0,1,0
5571,0,6,20,1,1,1,1,0,1,0,0
4890,0,1,19,1,1,1,0,1,0,0,0
2378,0,1,26,0,0,0,0,1,0,0,0
1848,0,13,91,1,0,1,0,0,1,0,1
295,1,39,96,1,0,1,0,0,0,0,1
2999,0,69,67,0,0,1,0,0,0,0,0
4933,0,1,80,0,0,1,0,0,0,0,1
5209,0,70,98,0,0,1,1,1,0,1,0
3917,0,32,80,1,0,1,0,1,0,0,1
3407,1,5,45,1,0,0,0,0,0,1,0
761,0,72,109,0,1,1,0,1,0,0,0
988,0,17,69,1,1,1,0,0,0,0,1
759,0,30,94,1,0,1,1,1,0,1,1
2025,0,44,20,0,1,1,1,1,0,1,0
3534,1,48,91,1,0,1,0,1,1,0,0
1696,0,21,74,1,0,1,1,1,0,0,0
5128,0,67,105,1,1,1,1,1,0,0,0
4185,0,16,74,1,0,1,0,0,0,0,1
4163,1,33,59,0,0,0,1,0,1,0,0
5873,1,56,86,1,0,1,0,1,0,0,0
481,0,1,29,1,0,0,0,0,0,0,0
3699,0,62,100,0,1,1,0,0,1,0,1
3999,0,13,25,1,0,0,0,1,0,0,0
2549,0,45,51,0,1,0,0,0,0,0,0
1225,0,45,112,1,0,1,0,0,0,0,0
3709,0,35,20,0,1,1,1,0,0,0,0
3057,0,4,20,0,0,1,0,0,1,0,0
1955,0,13,55,0,0,1,1,1,0,0,0
1214,0,1,20,0,0,1,1,1,0,0,1
525,0,54,105,1,1,1,0,1,1,0,0
806,1,5,85,0,0,1,0,0,0,0,0
5630,0,56,25,1,0,1,1,1,0,0,1
3252,0,51,69,0,0,1,1,0,1,0,0
2157,0,16,81,0,1,1,1,1,1,0,1
4834,0,60,95,1,1,1,1,0,0,1,0
545,0,14,101,1,0,1,0,1,1,0,1
433,1,68,42,1,0,0,0,0,0,0,0
2173,0,1,49,1,0,1,0,1,0,0,0
7019,0,6,20,0,0,1,0,0,0,1,1
2817,1,64,104,1,0,1,0,0,0,1,0
6358,0,26,52,1,0,1,0,0,0,1,0
5966,0,68,95,1,1,1,1,1,0,0,0
4215,0,12,20,1,1,1,1,1,0,1,0
2564,1,72,111,0,0,1,1,0,1,0,0
5080,0,5,20,0,0,1,1,1,0,1,0
555,0,32,79,1,0,1,1,0,1,0,1
3944,0,6,46,0,1,1,0,0,1,0,0
4435,0,4,20,0,1,1,1,1,0,0,0
201,0,68,117,1,0,1,0,1,0,0,0
1523,0,2,80,0,0,1,0,0,0,0,1
2229,1,57,94,0,0,1,0,1,0,0,0
6766,1,29,90,1,0,1,0,0,1,0,0
2613,0,72,20,1,0,1,1,1,0,0,0
5906,0,63,25,1,0,1,1,1,0,0,0
3377,0,72,116,1,0,1,1,0,0,1,0
2257,0,71,24,1,1,1,1,0,1,0,0
3281,0,66,85,1,0,1,0,1,0,1,0
2930,0,45,104,1,0,1,1,0,0,1,0
600,0,4,70,1,0,1,0,1,0,0,0
757,1,26,94,0,0,1,0,0,0,0,1
6215,0,61,119,0,0,1,1,1,0,0,0
1991,0,2,50,1,0,1,1,0,1,0,0
1011,1,23,95,0,0,1,0,0,0,1,1
582,0,72,89,1,0,1,1,1,0,0,0
6547,0,8,66,0,0,1,0,0,0,1,0
2659,0,8,69,0,1,1,1,0,0,1,0
6621,0,3,61,1,0,1,0,0,0,1,0
6523,0,41,40,0,0,0,0,0,1,0,0
720,0,1,85,0,0,1,0,0,1,0,1
3467,0,2,71,1,0,1,0,1,0,0,0
170,0,70,58,0,0,0,0,1,1,0,0
6833,0,1,63,1,0,1,1,1,0,0,0
1060,0,4,56,1,0,1,0,0,1,0,0
205,0,2,20,0,0,1,0,1,1,0,1
628,1,72,112,1,0,1,1,1,0,1,0
3416,0,42,56,1,0,1,0,0,0,0,0
1152,0,30,50,1,0,1,0,0,0,0,0
2179,0,2,81,1,0,1,0,0,1,0,1
5365,0,13,75,1,0,1,0,0,0,1,1
3051,0,71,82,0,1,1,1,0,0,1,0
3050,0,67,54,0,1,0,0,1,0,0,0
2211,0,64,58,0,0,1,1,1,1,0,0
2779,0,22,68,1,1,1,1,1,0,0,1
3246,1,52,49,1,0,0,0,0,0,0,1
5583,0,72,116,0,0,1,0,1,0,0,0
1330,0,9,70,1,0,1,0,0,1,0,0
4522,0,7,70,0,0,1,0,0,1,0,0
4085,0,25,27,0,0,1,0,0,1,0,0
1505,0,21,104,0,0,1,1,1,0,0,1
4816,0,72,25,0,0,1,1,0,1,0,0
799,1,38,20,0,0,1,1,1,1,0,0
1810,0,71,20,1,1,1,1,1,1,0,0
5075,0,47,107,1,1,1,0,1,0,0,1
4319,1,6,20,0,0,1,1,1,1,0,0
